,date,fossil_gas,fossil_coal
11432,02-12-2022,6336,2086
11433,02-12-2022,6211,2078
11434,02-12-2022,6060,2090
11435,02-12-2022,6019,2093
11436,02-12-2022,6083,2093
11437,02-12-2022,6098,2090
11438,02-12-2022,6080,2091
11439,02-12-2022,6011,2086
11440,02-12-2022,5873,2070
11441,02-12-2022,5853,2045
11442,02-12-2022,5817,2018
11443,02-12-2022,5748,2025
11444,02-12-2022,5789,2020
11445,02-12-2022,5820,2028
11446,02-12-2022,5817,2029
11447,02-12-2022,5825,2025
11448,02-12-2022,6172,2019
11449,02-12-2022,6382,2020
11450,02-12-2022,6681,2030
11451,02-12-2022,6707,2039
11452,02-12-2022,6896,2062
11453,02-12-2022,7262,2085
11454,02-12-2022,7438,2099
11455,02-12-2022,7477,2091
11456,02-12-2022,7540,2097
11457,02-12-2022,7760,2106
11458,02-12-2022,7948,2104
11459,02-12-2022,8021,2093
11460,02-12-2022,8390,2097
11461,02-12-2022,8406,2099
11462,02-12-2022,8423,2095
11463,02-12-2022,8308,2095
11464,02-12-2022,8475,2092
11465,02-12-2022,8489,2090
11466,02-12-2022,8488,2092
11467,02-12-2022,8432,2098
11468,02-12-2022,8310,2092
11469,02-12-2022,8340,2092
11470,02-12-2022,8221,2080
11471,02-12-2022,8104,2081
11472,02-12-2022,8193,2089
11473,02-12-2022,8198,2092
11474,02-12-2022,8067,2104
11475,02-12-2022,8188,2099
11476,02-12-2022,8517,2089
11477,02-12-2022,8502,2085
11478,02-12-2022,8377,2090
11479,02-12-2022,8276,2075
11480,02-12-2022,8179,2080
11481,02-12-2022,8082,2092
11482,02-12-2022,7874,2091
11483,02-12-2022,7602,2087
11484,02-12-2022,7077,2096
11485,02-12-2022,7072,2085
11486,02-12-2022,7052,2068
11487,02-12-2022,6982,2007
11488,02-12-2022,6675,1952
11489,02-12-2022,6821,1932
11490,02-12-2022,6689,1896
11491,02-12-2022,6769,1884
11492,02-12-2022,6694,1922
11493,02-12-2022,6676,1991
11494,02-12-2022,6782,2062
11495,02-12-2022,6971,2085
11496,02-12-2022,7280,2088
11497,02-12-2022,7305,2090
11498,02-12-2022,7288,2091
11499,02-12-2022,7175,2094
11500,02-12-2022,7406,2089
11501,02-12-2022,7394,2089
11502,02-12-2022,7315,2062
11503,02-12-2022,7097,1994
11504,02-12-2022,6566,1946
11505,02-12-2022,6448,1900
11506,02-12-2022,6226,1928
11507,02-12-2022,5610,1973
11508,02-12-2022,4856,1991
11509,02-12-2022,4567,2028
11510,02-12-2022,4537,2039
11511,02-12-2022,4423,2015
11512,02-12-2022,4729,2009
11513,02-12-2022,4760,2015
11514,02-12-2022,4615,2010
11515,02-12-2022,4411,2000
11516,02-12-2022,4250,1999
11517,02-12-2022,4141,2012
11518,02-12-2022,4006,2021
11519,02-12-2022,3989,2024
11520,02-12-2022,3805,2021
11521,02-12-2022,3705,2024
11522,02-12-2022,3732,2035
11523,02-12-2022,3554,2060
11524,03-12-2022,3365,2106
11525,03-12-2022,3152,2111
11526,03-12-2022,2907,2099
11527,03-12-2022,2627,2087
11528,03-12-2022,2535,2086
11529,03-12-2022,2549,2090
11530,03-12-2022,2419,2104
11531,03-12-2022,2412,2106
11532,03-12-2022,,
11533,03-12-2022,2718,2083
11534,03-12-2022,2588,2096
11535,03-12-2022,2529,2095
11536,03-12-2022,2388,2094
11537,03-12-2022,2432,2098
11538,03-12-2022,2395,2098
11539,03-12-2022,2291,2098
11540,03-12-2022,2099,2097
11541,03-12-2022,2141,2097
11542,03-12-2022,2150,2099
11543,03-12-2022,2215,2098
11544,03-12-2022,2224,2100
11545,03-12-2022,2173,2100
11546,03-12-2022,2198,2099
11547,03-12-2022,2412,2098
11548,03-12-2022,2636,2107
11549,03-12-2022,2852,2103
11550,03-12-2022,2956,2096
11551,03-12-2022,3330,2097
11552,03-12-2022,3664,2108
11553,03-12-2022,3827,2091
11554,03-12-2022,3982,2093
11555,03-12-2022,4265,2103
11556,03-12-2022,4799,2109
11557,03-12-2022,4992,2104
11558,03-12-2022,5126,2096
11559,03-12-2022,5376,2104
11560,03-12-2022,5762,2105
11561,03-12-2022,5864,2100
11562,03-12-2022,5913,2104
11563,03-12-2022,6066,2106
11564,03-12-2022,6177,2099
11565,03-12-2022,6235,2097
11566,03-12-2022,6276,2101
11567,03-12-2022,6219,2104
11568,03-12-2022,6210,2100
11569,03-12-2022,6285,2101
11570,03-12-2022,,
11571,03-12-2022,,
11572,03-12-2022,6707,2093
11573,03-12-2022,6681,2083
11574,03-12-2022,6698,2084
11575,03-12-2022,6670,2091
11576,03-12-2022,6557,2095
11577,03-12-2022,6609,2096
11578,03-12-2022,6644,2091
11579,03-12-2022,6595,2095
11580,03-12-2022,6377,2093
11581,03-12-2022,6415,2084
11582,03-12-2022,6367,2081
11583,03-12-2022,6354,2073
11584,03-12-2022,6408,2055
11585,03-12-2022,6335,2055
11586,03-12-2022,6370,2068
11587,03-12-2022,6425,2068
11588,03-12-2022,6335,2070
11589,03-12-2022,6267,2067
11590,03-12-2022,6241,2065
11591,03-12-2022,6268,2064
11592,03-12-2022,6180,2067
11593,03-12-2022,5973,2073
11594,03-12-2022,5921,2079
11595,03-12-2022,5967,2061
11596,03-12-2022,6067,2067
11597,03-12-2022,6094,2084
11598,03-12-2022,6079,2088
11599,03-12-2022,6038,2088
11600,03-12-2022,6169,2087
11601,03-12-2022,6156,2084
11602,03-12-2022,5894,2084
11603,03-12-2022,5727,2083
11604,03-12-2022,6359,2086
11605,03-12-2022,6140,2093
11606,03-12-2022,6003,2084
11607,03-12-2022,5788,2081
11608,03-12-2022,5593,2075
11609,03-12-2022,5582,2031
11610,03-12-2022,5570,1981
11611,03-12-2022,5538,1945
11612,03-12-2022,5482,1929
11613,03-12-2022,5489,1939
11614,03-12-2022,5422,1938
11615,03-12-2022,5449,1938
11616,03-12-2022,5426,1942
11617,03-12-2022,5285,1939
11618,03-12-2022,5271,1934
11619,03-12-2022,5174,1925
11620,04-12-2022,4989,1936
11621,04-12-2022,4874,1945
11622,04-12-2022,4693,1950
11623,04-12-2022,4408,1955
11624,04-12-2022,4372,1958
11625,04-12-2022,4357,2028
11626,04-12-2022,4214,2068
11627,04-12-2022,4137,2086
11628,04-12-2022,4117,2088
11629,04-12-2022,4157,2085
11630,04-12-2022,4050,2084
11631,04-12-2022,3987,2085
11632,04-12-2022,4062,2090
11633,04-12-2022,4075,2085
11634,04-12-2022,4029,2077
11635,04-12-2022,4030,2075
11636,04-12-2022,3987,2085
11637,04-12-2022,4027,2087
11638,04-12-2022,4012,2097
11639,04-12-2022,3925,2090
11640,04-12-2022,3934,2086
11641,04-12-2022,3917,2072
11642,04-12-2022,3835,2070
11643,04-12-2022,3831,2055
11644,04-12-2022,3862,2028
11645,04-12-2022,3898,2010
11646,04-12-2022,3911,2019
11647,04-12-2022,4037,2015
11648,04-12-2022,4036,2008
11649,04-12-2022,4022,2020
11650,04-12-2022,4076,2022
11651,04-12-2022,4104,2013
11652,04-12-2022,4151,2005
11653,04-12-2022,4258,1965
11654,04-12-2022,4339,1915
11655,04-12-2022,4424,1895
11656,04-12-2022,4636,1893
11657,04-12-2022,4675,1895
11658,04-12-2022,4691,1895
11659,04-12-2022,4762,1886
11660,04-12-2022,5101,1887
11661,04-12-2022,5132,1892
11662,04-12-2022,5181,1887
11663,04-12-2022,5239,1896
11664,04-12-2022,5464,1906
11665,04-12-2022,5611,1897
11666,04-12-2022,5653,1897
11667,04-12-2022,5803,1899
11668,04-12-2022,5724,1919
11669,04-12-2022,5830,1986
11670,04-12-2022,5861,2009
11671,04-12-2022,5807,2018
11672,04-12-2022,5779,2018
11673,04-12-2022,5743,2017
11674,04-12-2022,5634,2019
11675,04-12-2022,5597,2022
11676,04-12-2022,5633,2050
11677,04-12-2022,5617,2073
11678,04-12-2022,5612,2076
11679,04-12-2022,5617,2085
11680,04-12-2022,5618,2090
11681,04-12-2022,5627,2091
11682,04-12-2022,5644,2095
11683,04-12-2022,5690,2089
11684,04-12-2022,5690,2091
11685,04-12-2022,5666,2102
11686,04-12-2022,5583,2099
11687,04-12-2022,5626,2095
11688,04-12-2022,5524,2087
11689,04-12-2022,5651,2091
11690,04-12-2022,5871,2091
11691,04-12-2022,5822,2093
11692,04-12-2022,5703,2095
11693,04-12-2022,5722,2085
11694,04-12-2022,5570,2084
11695,04-12-2022,5533,2085
11696,04-12-2022,5631,2085
11697,04-12-2022,5563,2089
11698,04-12-2022,5368,2094
11699,04-12-2022,5284,2092
11700,04-12-2022,5463,2087
11701,04-12-2022,5451,2091
11702,04-12-2022,5376,2091
11703,04-12-2022,5434,2086
11704,04-12-2022,5758,2087
11705,04-12-2022,5662,2095
11706,04-12-2022,5457,2095
11707,04-12-2022,5320,2085
11708,04-12-2022,5055,2075
11709,04-12-2022,4960,2039
11710,04-12-2022,4860,1995
11711,04-12-2022,4749,1970
11712,04-12-2022,4695,1970
11713,04-12-2022,4671,1963
11714,04-12-2022,4515,1969
11715,04-12-2022,4228,1961
11716,05-12-2022,3953,1957
11717,05-12-2022,3812,1968
11718,05-12-2022,3686,1965
11719,05-12-2022,3551,1942
11720,05-12-2022,3446,1920
11721,05-12-2022,3310,1902
11722,05-12-2022,3163,1880
11723,05-12-2022,3054,1872
11724,05-12-2022,3132,1878
11725,05-12-2022,3107,1884
11726,05-12-2022,2964,1885
11727,05-12-2022,2916,1937
11728,05-12-2022,3033,1968
11729,05-12-2022,3045,1989
11730,05-12-2022,3027,1996
11731,05-12-2022,3070,1987
11732,05-12-2022,3491,1988
11733,05-12-2022,3502,1993
11734,05-12-2022,3517,1990
11735,05-12-2022,3572,1985
11736,05-12-2022,3623,1986
11737,05-12-2022,3618,1983
11738,05-12-2022,3724,1991
11739,05-12-2022,3999,1988
11740,05-12-2022,4597,1981
11741,05-12-2022,4778,1989
11742,05-12-2022,5127,1959
11743,05-12-2022,5416,2004
11744,05-12-2022,5771,2165
11745,05-12-2022,6030,2205
11746,05-12-2022,6324,2219
11747,05-12-2022,6523,2189
11748,05-12-2022,6766,2162
11749,05-12-2022,6933,2136
11750,05-12-2022,6995,2104
11751,05-12-2022,7068,2108
11752,05-12-2022,7150,2204
11753,05-12-2022,7186,2309
11754,05-12-2022,7260,2413
11755,05-12-2022,7077,2448
11756,05-12-2022,7078,2452
11757,05-12-2022,7028,2510
11758,05-12-2022,7005,2561
11759,05-12-2022,7048,2568
11760,05-12-2022,7154,2560
11761,05-12-2022,7162,2573
11762,05-12-2022,7180,2602
11763,05-12-2022,7154,2654
11764,05-12-2022,7142,2725
11765,05-12-2022,7083,2750
11766,05-12-2022,7127,2797
11767,05-12-2022,7020,2801
11768,05-12-2022,7096,2801
11769,05-12-2022,7111,2794
11770,05-12-2022,7161,2794
11771,05-12-2022,7185,2783
11772,05-12-2022,7169,2760
11773,05-12-2022,7227,2771
11774,05-12-2022,7168,2765
11775,05-12-2022,7206,2770
11776,05-12-2022,7198,2757
11777,05-12-2022,7209,2766
11778,05-12-2022,7220,2762
11779,05-12-2022,7150,2775
11780,05-12-2022,7171,2801
11781,05-12-2022,7163,2824
11782,05-12-2022,7212,2820
11783,05-12-2022,7296,2811
11784,05-12-2022,7370,2817
11785,05-12-2022,7360,2834
11786,05-12-2022,7192,2851
11787,05-12-2022,7272,2846
11788,05-12-2022,7316,2847
11789,05-12-2022,7253,2870
11790,05-12-2022,7229,2877
11791,05-12-2022,7260,2877
11792,05-12-2022,7215,2870
11793,05-12-2022,7228,2864
11794,05-12-2022,7210,2828
11795,05-12-2022,7133,2825
11796,05-12-2022,7273,2783
11797,05-12-2022,7213,2771
11798,05-12-2022,7164,2706
11799,05-12-2022,7122,2691
11800,05-12-2022,7097,2680
11801,05-12-2022,7146,2689
11802,05-12-2022,6954,2642
11803,05-12-2022,6863,2569
11804,05-12-2022,7107,2496
11805,05-12-2022,6844,2446
11806,05-12-2022,6716,2427
11807,05-12-2022,6547,2353
11808,05-12-2022,6347,2247
11809,05-12-2022,6300,2246
11810,05-12-2022,6214,2240
11811,05-12-2022,6037,2266
11812,06-12-2022,6105,2311
11813,06-12-2022,6127,2422
11814,06-12-2022,5857,2509
11815,06-12-2022,5752,2578
11816,06-12-2022,5748,2656
11817,06-12-2022,5570,2738
11818,06-12-2022,5520,2713
11819,06-12-2022,5538,2698
11820,06-12-2022,5690,2695
11821,06-12-2022,5701,2694
11822,06-12-2022,5705,2706
11823,06-12-2022,5616,2706
11824,06-12-2022,5397,2697
11825,06-12-2022,5346,2694
11826,06-12-2022,5241,2700
11827,06-12-2022,5376,2706
11828,06-12-2022,5933,2706
11829,06-12-2022,5962,2698
11830,06-12-2022,5937,2701
11831,06-12-2022,6031,2695
11832,06-12-2022,5936,2696
11833,06-12-2022,6244,2695
11834,06-12-2022,6479,2703
11835,06-12-2022,6553,2705
11836,06-12-2022,6259,2697
11837,06-12-2022,6432,2710
11838,06-12-2022,6556,2698
11839,06-12-2022,6642,2702
11840,06-12-2022,6535,2687
11841,06-12-2022,6718,2698
11842,06-12-2022,7106,2702
11843,06-12-2022,7332,2705
11844,06-12-2022,7336,2700
11845,06-12-2022,7386,2688
11846,06-12-2022,7401,2689
11847,06-12-2022,7410,2756
11848,06-12-2022,7577,2806
11849,06-12-2022,7580,2810
11850,06-12-2022,7480,2822
11851,06-12-2022,7433,2813
11852,06-12-2022,7500,2806
11853,06-12-2022,7494,2813
11854,06-12-2022,7344,2811
11855,06-12-2022,7249,2800
11856,06-12-2022,7574,2817
11857,06-12-2022,7590,2814
11858,06-12-2022,7551,2804
11859,06-12-2022,7508,2813
11860,06-12-2022,7613,2814
11861,06-12-2022,7668,2807
11862,06-12-2022,7623,2817
11863,06-12-2022,7588,2805
11864,06-12-2022,7864,2815
11865,06-12-2022,7871,2818
11866,06-12-2022,7964,2815
11867,06-12-2022,7953,2820
11868,06-12-2022,7703,2756
11869,06-12-2022,7878,2681
11870,06-12-2022,7970,2675
11871,06-12-2022,7878,2671
11872,06-12-2022,7407,2679
11873,06-12-2022,7482,2686
11874,06-12-2022,7680,2671
11875,06-12-2022,7529,2667
11876,06-12-2022,7017,2654
11877,06-12-2022,7041,2654
11878,06-12-2022,7015,2675
11879,06-12-2022,7016,2721
11880,06-12-2022,6995,2778
11881,06-12-2022,6913,2813
11882,06-12-2022,6874,2816
11883,06-12-2022,6923,2815
11884,06-12-2022,6986,2821
11885,06-12-2022,6926,2817
11886,06-12-2022,6838,2816
11887,06-12-2022,6939,2822
11888,06-12-2022,7703,2825
11889,06-12-2022,7729,2823
11890,06-12-2022,7444,2827
11891,06-12-2022,7241,2813
11892,06-12-2022,7112,2821
11893,06-12-2022,7042,2823
11894,06-12-2022,6858,2811
11895,06-12-2022,6667,2814
11896,06-12-2022,6601,2819
11897,06-12-2022,6433,2816
11898,06-12-2022,6364,2809
11899,06-12-2022,6014,2813
11900,06-12-2022,5908,2819
11901,06-12-2022,5564,2822
11902,06-12-2022,5445,2809
11903,06-12-2022,4966,2807
11904,06-12-2022,4639,2825
11905,06-12-2022,4436,2820
11906,06-12-2022,4306,2810
11907,06-12-2022,4048,2811
11908,07-12-2022,3894,2812
11909,07-12-2022,3773,2817
11910,07-12-2022,3476,2820
11911,07-12-2022,3117,2816
11912,07-12-2022,3521,2817
11913,07-12-2022,3463,2818
11914,07-12-2022,3336,2818
11915,07-12-2022,3325,2811
11916,07-12-2022,3238,2813
11917,07-12-2022,3097,2823
11918,07-12-2022,3110,2821
11919,07-12-2022,2981,2814
11920,07-12-2022,2915,2810
11921,07-12-2022,2917,2824
11922,07-12-2022,3051,2815
11923,07-12-2022,3009,2814
11924,07-12-2022,2948,2817
11925,07-12-2022,2884,2811
11926,07-12-2022,2893,2814
11927,07-12-2022,2965,2819
11928,07-12-2022,2932,2820
11929,07-12-2022,3034,2809
11930,07-12-2022,3310,2808
11931,07-12-2022,3559,2790
11932,07-12-2022,3516,2690
11933,07-12-2022,3756,2546
11934,07-12-2022,3793,2343
11935,07-12-2022,4186,2126
11936,07-12-2022,5226,1974
11937,07-12-2022,5820,1908
11938,07-12-2022,5984,1864
11939,07-12-2022,6060,1849
11940,07-12-2022,6185,1834
11941,07-12-2022,6289,1839
11942,07-12-2022,6178,1833
11943,07-12-2022,6214,1845
11944,07-12-2022,6351,1835
11945,07-12-2022,6488,1543
11946,07-12-2022,6422,1627
11947,07-12-2022,6354,1729
11948,07-12-2022,6592,1793
11949,07-12-2022,6386,1817
11950,07-12-2022,6228,1834
11951,07-12-2022,6378,1847
11952,07-12-2022,6374,1848
11953,07-12-2022,6012,1919
11954,07-12-2022,6032,1976
11955,07-12-2022,6191,2009
11956,07-12-2022,6218,2014
11957,07-12-2022,6227,2005
11958,07-12-2022,6322,2009
11959,07-12-2022,6169,2020
11960,07-12-2022,6172,2011
11961,07-12-2022,6390,2013
11962,07-12-2022,6383,2010
11963,07-12-2022,6460,2020
11964,07-12-2022,6501,2015
11965,07-12-2022,6422,2007
11966,07-12-2022,6414,2013
11967,07-12-2022,6547,2008
11968,07-12-2022,6380,2017
11969,07-12-2022,6465,2011
11970,07-12-2022,6474,2005
11971,07-12-2022,6470,2007
11972,07-12-2022,6386,2014
11973,07-12-2022,6476,2019
11974,07-12-2022,6477,2017
11975,07-12-2022,6543,2011
11976,07-12-2022,6597,2017
11977,07-12-2022,6826,2008
11978,07-12-2022,6912,2173
11979,07-12-2022,7003,2263
11980,07-12-2022,7564,2272
11981,07-12-2022,7664,2265
11982,07-12-2022,7765,2283
11983,07-12-2022,7880,2076
11984,07-12-2022,8188,2158
11985,07-12-2022,8003,2214
11986,07-12-2022,7972,2229
11987,07-12-2022,8092,2207
11988,07-12-2022,8164,2203
11989,07-12-2022,8133,2199
11990,07-12-2022,8123,2199
11991,07-12-2022,8053,2195
11992,07-12-2022,7847,2200
11993,07-12-2022,7646,2198
11994,07-12-2022,7508,2209
11995,07-12-2022,7112,2214
11996,07-12-2022,6484,2205
11997,07-12-2022,6314,2205
11998,07-12-2022,6077,2204
11999,07-12-2022,5988,2224
12000,07-12-2022,5313,2327
12001,07-12-2022,5070,2413
12002,07-12-2022,4838,2512
12003,07-12-2022,4439,2504
12004,08-12-2022,4328,2503
12005,08-12-2022,4381,2514
12006,08-12-2022,4054,2472
12007,08-12-2022,4129,2453
12008,08-12-2022,4297,2517
12009,08-12-2022,4249,2552
12010,08-12-2022,4223,2624
12011,08-12-2022,4021,2659
12012,08-12-2022,4159,2678
12013,08-12-2022,4169,2687
12014,08-12-2022,4229,2689
12015,08-12-2022,4279,2681
12016,08-12-2022,4397,2671
12017,08-12-2022,4370,2686
12018,08-12-2022,4251,2701
12019,08-12-2022,4368,2697
12020,08-12-2022,4608,2716
12021,08-12-2022,4645,2746
12022,08-12-2022,4815,2746
12023,08-12-2022,5182,2744
12024,08-12-2022,5670,2702
12025,08-12-2022,5753,2700
12026,08-12-2022,5825,2698
12027,08-12-2022,6107,2705
12028,08-12-2022,6560,2774
12029,08-12-2022,6993,2812
12030,08-12-2022,7556,2815
12031,08-12-2022,7593,2815
12032,08-12-2022,7853,2821
12033,08-12-2022,8200,2820
12034,08-12-2022,8326,2811
12035,08-12-2022,8339,2810
12036,08-12-2022,8249,2818
12037,08-12-2022,8273,2809
12038,08-12-2022,8431,2820
12039,08-12-2022,8428,2816
12040,08-12-2022,8249,2814
12041,08-12-2022,8289,2816
12042,08-12-2022,8280,2822
12043,08-12-2022,8317,2821
12044,08-12-2022,8875,2014
12045,08-12-2022,8894,2029
12046,08-12-2022,8866,2056
12047,08-12-2022,8879,2056
12048,08-12-2022,8807,2030
12049,08-12-2022,8790,2004
12050,08-12-2022,8801,1995
12051,08-12-2022,8870,1996
12052,08-12-2022,8846,1997
12053,08-12-2022,8883,2008
12054,08-12-2022,8709,2009
12055,08-12-2022,8734,2010
12056,08-12-2022,8862,2011
12057,08-12-2022,8718,2008
12058,08-12-2022,8638,2016
12059,08-12-2022,8612,2018
12060,08-12-2022,8503,2006
12061,08-12-2022,8515,2014
12062,08-12-2022,8560,2012
12063,08-12-2022,8542,2005
12064,08-12-2022,8568,2005
12065,08-12-2022,8616,2002
12066,08-12-2022,8661,2007
12067,08-12-2022,8714,2007
12068,08-12-2022,8563,2007
12069,08-12-2022,8549,1998
12070,08-12-2022,8556,2000
12071,08-12-2022,8571,1997
12072,08-12-2022,8600,2005
12073,08-12-2022,8709,2009
12074,08-12-2022,8909,2002
12075,08-12-2022,8804,2000
12076,08-12-2022,8858,1995
12077,08-12-2022,8973,2005
12078,08-12-2022,8975,2003
12079,08-12-2022,8979,2006
12080,08-12-2022,8953,2010
12081,08-12-2022,8839,2008
12082,08-12-2022,8811,2008
12083,08-12-2022,8718,2008
12084,08-12-2022,8792,1995
12085,08-12-2022,8853,1993
12086,08-12-2022,8860,2006
12087,08-12-2022,8655,2015
12088,08-12-2022,8703,1999
12089,08-12-2022,8759,2004
12090,08-12-2022,8707,2013
12091,08-12-2022,8573,2011
12092,08-12-2022,8698,2006
12093,08-12-2022,8578,1961
12094,08-12-2022,8424,2097
12095,08-12-2022,8257,2129
12096,08-12-2022,8165,2118
12097,08-12-2022,8081,2139
12098,08-12-2022,7789,2166
12099,08-12-2022,7587,2179
12100,09-12-2022,7291,2182
12101,09-12-2022,7010,2189
12102,09-12-2022,6788,2192
12103,09-12-2022,6588,2192
12104,09-12-2022,6446,2198
12105,09-12-2022,6401,2192
12106,09-12-2022,6391,2195
12107,09-12-2022,6339,2205
12108,09-12-2022,6364,2208
12109,09-12-2022,6332,2229
12110,09-12-2022,6218,2350
12111,09-12-2022,6161,2462
12112,09-12-2022,6109,2582
12113,09-12-2022,6018,2695
12114,09-12-2022,6007,2752
12115,09-12-2022,5977,2791
12116,09-12-2022,5988,2803
12117,09-12-2022,6007,2809
12118,09-12-2022,5998,2801
12119,09-12-2022,6064,2814
12120,09-12-2022,6414,2777
12121,09-12-2022,6694,2784
12122,09-12-2022,6844,2809
12123,09-12-2022,7137,2802
12124,09-12-2022,7764,2730
12125,09-12-2022,8199,2682
12126,09-12-2022,8334,2662
12127,09-12-2022,8343,2650
12128,09-12-2022,7981,2664
12129,09-12-2022,8035,2670
12130,09-12-2022,8151,2658
12131,09-12-2022,8177,2662
12132,09-12-2022,7898,2639
12133,09-12-2022,7946,2406
12134,09-12-2022,8131,2397
12135,09-12-2022,8135,2451
12136,09-12-2022,8099,2457
12137,09-12-2022,8069,2448
12138,09-12-2022,8009,2448
12139,09-12-2022,7960,2458
12140,09-12-2022,7946,2509
12141,09-12-2022,7877,2513
12142,09-12-2022,7877,2588
12143,09-12-2022,7874,2598
12144,09-12-2022,7929,2601
12145,09-12-2022,7946,2634
12146,09-12-2022,7971,2645
12147,09-12-2022,8043,2629
12148,09-12-2022,8311,2656
12149,09-12-2022,8249,2667
12150,09-12-2022,8313,2675
12151,09-12-2022,8355,2670
12152,09-12-2022,8314,2674
12153,09-12-2022,8265,2662
12154,09-12-2022,8263,2646
12155,09-12-2022,8217,2660
12156,09-12-2022,8179,2666
12157,09-12-2022,8264,2662
12158,09-12-2022,8279,2669
12159,09-12-2022,8287,2669
12160,09-12-2022,7999,2667
12161,09-12-2022,8033,2678
12162,09-12-2022,8023,2667
12163,09-12-2022,8004,2656
12164,09-12-2022,7947,2664
12165,09-12-2022,7937,2663
12166,09-12-2022,7941,2663
12167,09-12-2022,8122,2659
12168,09-12-2022,8240,2668
12169,09-12-2022,8274,2658
12170,09-12-2022,8267,2662
12171,09-12-2022,8191,2659
12172,09-12-2022,8001,2656
12173,09-12-2022,7911,2662
12174,09-12-2022,7920,2658
12175,09-12-2022,7853,2662
12176,09-12-2022,8019,2675
12177,09-12-2022,8004,2673
12178,09-12-2022,7916,2667
12179,09-12-2022,7819,2665
12180,09-12-2022,7885,2669
12181,09-12-2022,7805,2670
12182,09-12-2022,7755,2666
12183,09-12-2022,7731,2658
12184,09-12-2022,7659,2666
12185,09-12-2022,7655,2660
12186,09-12-2022,7500,2661
12187,09-12-2022,7282,2670
12188,09-12-2022,7477,2663
12189,09-12-2022,7431,2674
12190,09-12-2022,7355,2660
12191,09-12-2022,7332,2672
12192,09-12-2022,7086,2729
12193,09-12-2022,7032,2747
12194,09-12-2022,7122,2753
12195,09-12-2022,6814,2785
12196,10-12-2022,6870,2811
12197,10-12-2022,6985,2820
12198,10-12-2022,7057,2817
12199,10-12-2022,6821,2819
12200,10-12-2022,6297,2814
12201,10-12-2022,6234,2824
12202,10-12-2022,6091,2813
12203,10-12-2022,6017,2812
12204,10-12-2022,5994,2812
12205,10-12-2022,5976,2814
12206,10-12-2022,5982,2815
12207,10-12-2022,5833,2806
12208,10-12-2022,5795,2809
12209,10-12-2022,5814,2814
12210,10-12-2022,5843,2821
12211,10-12-2022,5802,2814
12212,10-12-2022,5668,2811
12213,10-12-2022,5679,2811
12214,10-12-2022,5670,2810
12215,10-12-2022,5671,2809
12216,10-12-2022,5771,2817
12217,10-12-2022,5757,2809
12218,10-12-2022,5759,2816
12219,10-12-2022,5829,2809
12220,10-12-2022,5999,2809
12221,10-12-2022,6244,2807
12222,10-12-2022,6330,2807
12223,10-12-2022,6513,2817
12224,10-12-2022,7376,2808
12225,10-12-2022,7737,2813
12226,10-12-2022,7943,2812
12227,10-12-2022,8090,2803
12228,10-12-2022,8282,2813
12229,10-12-2022,8365,2809
12230,10-12-2022,8478,2810
12231,10-12-2022,8475,2823
12232,10-12-2022,8213,2809
12233,10-12-2022,8278,2815
12234,10-12-2022,8323,2814
12235,10-12-2022,8404,2817
12236,10-12-2022,8662,2809
12237,10-12-2022,8734,2811
12238,10-12-2022,8745,2812
12239,10-12-2022,8706,2808
12240,10-12-2022,8466,2811
12241,10-12-2022,8474,2808
12242,10-12-2022,8419,2807
12243,10-12-2022,8377,2809
12244,10-12-2022,8499,2810
12245,10-12-2022,8473,2811
12246,10-12-2022,8487,2818
12247,10-12-2022,8442,2812
12248,10-12-2022,8680,2799
12249,10-12-2022,8620,2800
12250,10-12-2022,8565,2800
12251,10-12-2022,8604,2789
12252,10-12-2022,8632,2756
12253,10-12-2022,8717,2734
12254,10-12-2022,8712,2741
12255,10-12-2022,8566,2750
12256,10-12-2022,8407,2745
12257,10-12-2022,8439,2762
12258,10-12-2022,8407,2757
12259,10-12-2022,8379,2744
12260,10-12-2022,8135,2772
12261,10-12-2022,8280,2783
12262,10-12-2022,8296,2770
12263,10-12-2022,8311,2771
12264,10-12-2022,8222,2785
12265,10-12-2022,8194,2780
12266,10-12-2022,8175,2780
12267,10-12-2022,8078,2776
12268,10-12-2022,8040,2743
12269,10-12-2022,8128,2732
12270,10-12-2022,8123,2728
12271,10-12-2022,8080,2725
12272,10-12-2022,8061,2729
12273,10-12-2022,7967,2730
12274,10-12-2022,7889,2729
12275,10-12-2022,7844,2742
12276,10-12-2022,8326,2775
12277,10-12-2022,8187,2799
12278,10-12-2022,8150,2807
12279,10-12-2022,8124,2800
12280,10-12-2022,8217,2802
12281,10-12-2022,8242,2805
12282,10-12-2022,8082,2805
12283,10-12-2022,7891,2801
12284,10-12-2022,7502,2810
12285,10-12-2022,7348,2795
12286,10-12-2022,7263,2802
12287,10-12-2022,6970,2807
12288,10-12-2022,6844,2801
12289,10-12-2022,6572,2806
12290,10-12-2022,6411,2806
12291,10-12-2022,6137,2802
12292,11-12-2022,5964,2799
12293,11-12-2022,5784,2804
12294,11-12-2022,5611,2806
12295,11-12-2022,5276,2797
12296,11-12-2022,5160,2809
12297,11-12-2022,4849,2809
12298,11-12-2022,4629,2809
12299,11-12-2022,4614,2803
12300,11-12-2022,4586,2796
12301,11-12-2022,4598,2755
12302,11-12-2022,4600,2711
12303,11-12-2022,4455,2695
12304,11-12-2022,4267,2690
12305,11-12-2022,4203,2682
