,date,fossil_gas,fossil_coal
19219,26-02-2023,1424,1579
19220,26-02-2023,1446,1458
19221,26-02-2023,1422,1423
19222,26-02-2023,1428,1412
19223,26-02-2023,1452,1409
19224,26-02-2023,1458,1409
19225,26-02-2023,1449,1414
19226,26-02-2023,1476,1418
19227,26-02-2023,1483,1413
19228,26-02-2023,1476,1379
19229,26-02-2023,1472,1371
19230,26-02-2023,1470,1374
19231,26-02-2023,1521,1367
19232,26-02-2023,1484,1346
19233,26-02-2023,1506,1336
19234,26-02-2023,1559,1345
19235,26-02-2023,1593,1333
19236,26-02-2023,1651,1433
19237,26-02-2023,1518,1440
19238,26-02-2023,1542,1415
19239,26-02-2023,1488,1409
19240,26-02-2023,1513,1339
19241,26-02-2023,1493,1329
19242,26-02-2023,1484,1321
19243,26-02-2023,1464,1325
19244,26-02-2023,1454,1188
19245,26-02-2023,1475,1126
19246,26-02-2023,1527,1097
19247,26-02-2023,1519,1057
19248,26-02-2023,1516,952
19249,26-02-2023,1504,912
19250,26-02-2023,1507,891
19251,26-02-2023,1501,888
19252,26-02-2023,1489,888
19253,26-02-2023,1476,917
19254,26-02-2023,1462,918
19255,26-02-2023,1434,911
19256,26-02-2023,1412,906
19257,26-02-2023,1406,902
19258,26-02-2023,1411,899
19259,26-02-2023,1430,895
19260,26-02-2023,1404,889
19261,26-02-2023,1359,898
19262,26-02-2023,1337,915
19263,26-02-2023,1367,898
19264,26-02-2023,1390,899
19265,26-02-2023,1454,917
19266,26-02-2023,1540,946
19267,26-02-2023,1689,1042
19268,26-02-2023,1656,1140
19269,26-02-2023,1686,1302
19270,26-02-2023,1805,1460
19271,26-02-2023,1935,1716
19272,26-02-2023,1804,2071
19273,26-02-2023,1913,2325
19274,26-02-2023,2184,2447
19275,26-02-2023,2157,2581
19276,26-02-2023,2025,2658
19277,26-02-2023,2145,2697
19278,26-02-2023,2186,2770
19279,26-02-2023,2213,2866
19280,26-02-2023,2156,2918
19281,26-02-2023,2190,2971
19282,26-02-2023,2206,3039
19283,26-02-2023,2211,3053
19284,26-02-2023,2208,3043
19285,26-02-2023,2198,3130
19286,26-02-2023,2152,3184
19287,26-02-2023,2149,3118
19288,26-02-2023,2148,3047
19289,26-02-2023,2134,3039
19290,26-02-2023,2087,3039
19291,26-02-2023,2142,3045
19292,26-02-2023,2239,3111
19293,26-02-2023,2223,3160
19294,26-02-2023,2364,3234
19295,26-02-2023,2265,3264
19296,26-02-2023,2530,3250
19297,26-02-2023,2559,3243
19298,26-02-2023,2567,3249
19299,26-02-2023,2518,3256
19300,27-02-2023,2496,3199
19301,27-02-2023,2545,3199
19302,27-02-2023,2456,3196
19303,27-02-2023,2508,3166
19304,27-02-2023,2674,3198
19305,27-02-2023,2669,3215
19306,27-02-2023,2637,3214
19307,27-02-2023,2528,3215
19308,27-02-2023,2514,3209
19309,27-02-2023,2451,3224
19310,27-02-2023,2448,3223
19311,27-02-2023,2431,3218
19312,27-02-2023,2429,3224
19313,27-02-2023,2433,3225
19314,27-02-2023,2452,3209
19315,27-02-2023,2492,3197
19316,27-02-2023,2937,3237
19317,27-02-2023,3157,3253
19318,27-02-2023,3341,3225
19319,27-02-2023,3830,3167
19320,27-02-2023,4783,3239
19321,27-02-2023,5145,3265
19322,27-02-2023,5581,3244
19323,27-02-2023,5956,3229
19324,27-02-2023,6583,3254
19325,27-02-2023,6892,3274
19326,27-02-2023,7090,3284
19327,27-02-2023,7123,3296
19328,27-02-2023,6841,3251
19329,27-02-2023,6985,3220
19330,27-02-2023,7016,3219
19331,27-02-2023,7024,3220
19332,27-02-2023,6923,3238
19333,27-02-2023,6637,3242
19334,27-02-2023,6399,3211
19335,27-02-2023,6211,3186
19336,27-02-2023,6719,3125
19337,27-02-2023,6609,3087
19338,27-02-2023,6215,3081
19339,27-02-2023,5776,3057
19340,27-02-2023,5527,2946
19341,27-02-2023,4986,2845
19342,27-02-2023,4747,2658
19343,27-02-2023,4441,2518
19344,27-02-2023,4121,2276
19345,27-02-2023,3877,2052
19346,27-02-2023,3705,1837
19347,27-02-2023,3661,1698
19348,27-02-2023,3575,1480
19349,27-02-2023,3602,1417
19350,27-02-2023,3699,1446
19351,27-02-2023,3845,1427
19352,27-02-2023,4277,1413
19353,27-02-2023,4222,1429
19354,27-02-2023,4268,1422
19355,27-02-2023,4255,1427
19356,27-02-2023,4494,1453
19357,27-02-2023,4705,1480
19358,27-02-2023,4839,1530
19359,27-02-2023,5041,1642
19360,27-02-2023,5334,1819
19361,27-02-2023,5504,1957
19362,27-02-2023,5819,2193
19363,27-02-2023,5880,2390
19364,27-02-2023,5914,2565
19365,27-02-2023,6250,2661
19366,27-02-2023,6701,2751
19367,27-02-2023,6967,2880
19368,27-02-2023,6917,2971
19369,27-02-2023,7305,3067
19370,27-02-2023,7608,3107
19371,27-02-2023,7877,3161
19372,27-02-2023,7830,3213
19373,27-02-2023,7992,3207
19374,27-02-2023,8113,3212
19375,27-02-2023,8141,3195
19376,27-02-2023,8128,3216
19377,27-02-2023,7984,3219
19378,27-02-2023,7877,3219
19379,27-02-2023,7911,3201
19380,27-02-2023,8242,3205
19381,27-02-2023,8173,3218
19382,27-02-2023,8027,3213
19383,27-02-2023,7907,3194
19384,27-02-2023,8257,3181
19385,27-02-2023,8227,3202
19386,27-02-2023,8083,3210
19387,27-02-2023,7950,3206
19388,27-02-2023,8037,3204
19389,27-02-2023,8030,3222
19390,27-02-2023,7914,3221
19391,27-02-2023,7796,3229
19392,27-02-2023,7839,3234
19393,27-02-2023,7778,3214
19394,27-02-2023,7722,3221
19395,27-02-2023,7726,3219
19396,28-02-2023,7788,3187
19397,28-02-2023,7753,3186
19398,28-02-2023,7647,3201
19399,28-02-2023,7586,3200
19400,28-02-2023,7482,3221
19401,28-02-2023,7600,3208
19402,28-02-2023,7591,3215
19403,28-02-2023,7414,3223
19404,28-02-2023,7135,3268
19405,28-02-2023,6922,3255
19406,28-02-2023,6948,3272
19407,28-02-2023,6848,3276
19408,28-02-2023,6591,3266
19409,28-02-2023,6586,3259
19410,28-02-2023,6639,3278
19411,28-02-2023,6574,3268
19412,28-02-2023,6985,3282
19413,28-02-2023,7235,3299
19414,28-02-2023,7329,3287
19415,28-02-2023,7340,3280
19416,28-02-2023,7402,3301
19417,28-02-2023,7407,3305
19418,28-02-2023,7509,3317
19419,28-02-2023,7584,3332
19420,28-02-2023,7875,3320
19421,28-02-2023,8020,3315
19422,28-02-2023,8018,3303
19423,28-02-2023,7819,3299
19424,28-02-2023,7555,3306
19425,28-02-2023,7751,3323
19426,28-02-2023,7565,3319
19427,28-02-2023,7511,3277
19428,28-02-2023,7497,3212
19429,28-02-2023,7416,3215
19430,28-02-2023,7436,3205
19431,28-02-2023,7389,3232
19432,28-02-2023,7708,3276
19433,28-02-2023,7491,3292
19434,28-02-2023,7186,3292
19435,28-02-2023,6982,3230
19436,28-02-2023,7170,3176
19437,28-02-2023,6870,3151
19438,28-02-2023,6346,3039
19439,28-02-2023,5890,2906
19440,28-02-2023,5921,2663
19441,28-02-2023,5573,2445
19442,28-02-2023,5188,2163
19443,28-02-2023,4884,2012
19444,28-02-2023,4520,1899
19445,28-02-2023,4391,1783
19446,28-02-2023,4130,1738
19447,28-02-2023,3960,1738
19448,28-02-2023,4148,1748
19449,28-02-2023,4139,1749
19450,28-02-2023,4196,1760
19451,28-02-2023,4222,1763
19452,28-02-2023,4583,1765
19453,28-02-2023,4620,1820
19454,28-02-2023,4697,1873
19455,28-02-2023,4900,1978
19456,28-02-2023,5197,2138
19457,28-02-2023,5514,2316
19458,28-02-2023,5644,2551
19459,28-02-2023,6028,2675
19460,28-02-2023,6483,2833
19461,28-02-2023,7072,2992
19462,28-02-2023,7562,3060
19463,28-02-2023,7906,3095
19464,28-02-2023,7639,3165
19465,28-02-2023,7888,3205
19466,28-02-2023,8103,3227
19467,28-02-2023,8168,3226
19468,28-02-2023,7878,3231
19469,28-02-2023,7873,3232
19470,28-02-2023,7875,3227
19471,28-02-2023,7958,3213
19472,28-02-2023,8490,3218
19473,28-02-2023,8772,3231
19474,28-02-2023,8678,3266
19475,28-02-2023,8606,3277
19476,28-02-2023,8719,3260
19477,28-02-2023,8737,3255
19478,28-02-2023,8602,3256
19479,28-02-2023,8459,3253
19480,28-02-2023,8552,3251
19481,28-02-2023,8563,3262
19482,28-02-2023,8408,3281
19483,28-02-2023,8267,3277
19484,28-02-2023,8260,3271
19485,28-02-2023,8227,3276
19486,28-02-2023,8204,3279
19487,28-02-2023,8045,3287
19488,28-02-2023,8171,3237
19489,28-02-2023,8089,3236
19490,28-02-2023,7979,3231
19491,28-02-2023,7916,3213
19492,01-03-2023,8123,3230
19493,01-03-2023,8134,3261
19494,01-03-2023,7997,3247
19495,01-03-2023,7915,3218
19496,01-03-2023,8017,3203
19497,01-03-2023,8041,3199
19498,01-03-2023,7963,3200
19499,01-03-2023,7926,3196
19500,01-03-2023,8000,3256
19501,01-03-2023,8027,3272
19502,01-03-2023,8016,3269
19503,01-03-2023,8002,3267
19504,01-03-2023,7894,3284
19505,01-03-2023,7917,3227
19506,01-03-2023,7862,3230
19507,01-03-2023,7817,3233
19508,01-03-2023,7982,3230
19509,01-03-2023,7957,3270
19510,01-03-2023,7996,3283
19511,01-03-2023,7966,3272
19512,01-03-2023,7883,3253
19513,01-03-2023,8009,3251
19514,01-03-2023,8140,3272
19515,01-03-2023,8159,3279
19516,01-03-2023,7934,3246
19517,01-03-2023,8169,3252
19518,01-03-2023,8296,3260
19519,01-03-2023,8381,3264
19520,01-03-2023,8213,3286
19521,01-03-2023,8326,3288
19522,01-03-2023,8346,3277
19523,01-03-2023,8297,3286
19524,01-03-2023,8289,3225
19525,01-03-2023,8258,3235
19526,01-03-2023,8078,3212
19527,01-03-2023,7799,3216
19528,01-03-2023,7589,3213
19529,01-03-2023,7232,3201
19530,01-03-2023,6876,3162
19531,01-03-2023,6384,3031
19532,01-03-2023,5577,2855
19533,01-03-2023,5242,2657
19534,01-03-2023,4753,2474
19535,01-03-2023,4490,2280
19536,01-03-2023,4106,2065
19537,01-03-2023,3912,1887
19538,01-03-2023,3728,1750
19539,01-03-2023,3837,1564
19540,01-03-2023,3898,1499
19541,01-03-2023,3625,1488
19542,01-03-2023,3511,1458
19543,01-03-2023,3554,1414
19544,01-03-2023,3399,1412
19545,01-03-2023,3353,1409
19546,01-03-2023,3326,1407
19547,01-03-2023,3294,1405
19548,01-03-2023,3304,1411
19549,01-03-2023,3415,1418
19550,01-03-2023,3579,1423
19551,01-03-2023,3815,1507
19552,01-03-2023,4125,1571
19553,01-03-2023,4319,1695
19554,01-03-2023,4583,1901
19555,01-03-2023,4903,2098
19556,01-03-2023,5464,2387
19557,01-03-2023,5845,2715
19558,01-03-2023,6357,2922
19559,01-03-2023,6740,3039
19560,01-03-2023,7190,3091
19561,01-03-2023,7780,3201
19562,01-03-2023,7905,3234
19563,01-03-2023,7950,3250
19564,01-03-2023,7937,3288
19565,01-03-2023,8025,3266
19566,01-03-2023,8055,3253
19567,01-03-2023,8036,3252
19568,01-03-2023,7936,3259
19569,01-03-2023,7727,3246
19570,01-03-2023,7584,3260
19571,01-03-2023,7612,3234
19572,01-03-2023,7791,3165
19573,01-03-2023,7812,3139
19574,01-03-2023,7672,3122
19575,01-03-2023,7596,3095
19576,01-03-2023,7764,3122
19577,01-03-2023,7673,3126
19578,01-03-2023,7574,3123
19579,01-03-2023,7562,3158
19580,01-03-2023,7548,3211
19581,01-03-2023,7520,3225
19582,01-03-2023,7453,3224
19583,01-03-2023,7392,3234
19584,01-03-2023,7466,3264
19585,01-03-2023,7350,3270
19586,01-03-2023,7269,3270
19587,01-03-2023,7154,3220
19588,02-03-2023,7053,3106
19589,02-03-2023,7098,3027
19590,02-03-2023,7069,2917
19591,02-03-2023,7001,2868
19592,02-03-2023,7023,2971
19593,02-03-2023,7008,3050
19594,02-03-2023,7018,3035
19595,02-03-2023,6993,3068
19596,02-03-2023,7062,3174
19597,02-03-2023,7017,3200
19598,02-03-2023,7011,3185
19599,02-03-2023,7044,3187
19600,02-03-2023,7059,3229
19601,02-03-2023,7113,3228
19602,02-03-2023,7050,3232
19603,02-03-2023,7040,3235
19604,02-03-2023,7130,3234
19605,02-03-2023,7129,3208
19606,02-03-2023,7137,3144
19607,02-03-2023,7128,3070
19608,02-03-2023,7132,3029
19609,02-03-2023,7128,2985
19610,02-03-2023,7270,2948
19611,02-03-2023,7402,2937
19612,02-03-2023,7415,2929
19613,02-03-2023,7604,2826
19614,02-03-2023,7693,2748
19615,02-03-2023,7940,2697
19616,02-03-2023,7518,2391
19617,02-03-2023,7511,2353
19618,02-03-2023,7623,2387
19619,02-03-2023,7667,2303
19620,02-03-2023,7430,2225
19621,02-03-2023,7383,2207
19622,02-03-2023,7419,2166
19623,02-03-2023,7331,2157
19624,02-03-2023,7425,2193
19625,02-03-2023,7447,2204
19626,02-03-2023,7286,2207
19627,02-03-2023,6637,2186
19628,02-03-2023,6194,2095
19629,02-03-2023,5676,2002
19630,02-03-2023,5371,1814
19631,02-03-2023,5043,1739
19632,02-03-2023,5063,1706
19633,02-03-2023,4739,1682
19634,02-03-2023,4648,1568
19635,02-03-2023,4322,1496
19636,02-03-2023,4009,1418
19637,02-03-2023,3883,1320
19638,02-03-2023,3712,1303
19639,02-03-2023,3613,1272
19640,02-03-2023,3513,1240
19641,02-03-2023,3465,1223
19642,02-03-2023,3468,1213
19643,02-03-2023,3494,1195
19644,02-03-2023,3696,1290
19645,02-03-2023,3795,1312
19646,02-03-2023,3861,1332
19647,02-03-2023,3927,1352
19648,02-03-2023,4118,1550
19649,02-03-2023,4371,1719
19650,02-03-2023,4650,1945
19651,02-03-2023,5184,2067
19652,02-03-2023,5343,2205
19653,02-03-2023,5577,2391
19654,02-03-2023,5959,2521
19655,02-03-2023,6332,2575
19656,02-03-2023,6954,2564
19657,02-03-2023,7494,2545
19658,02-03-2023,7693,2534
19659,02-03-2023,7819,2527
19660,02-03-2023,7660,2519
19661,02-03-2023,7774,2516
19662,02-03-2023,7815,2551
19663,02-03-2023,7808,2550
19664,02-03-2023,7829,2530
19665,02-03-2023,7750,2504
19666,02-03-2023,7730,2514
19667,02-03-2023,7722,2503
19668,02-03-2023,7785,2505
19669,02-03-2023,7845,2503
19670,02-03-2023,7824,2503
19671,02-03-2023,7674,2507
19672,02-03-2023,7752,2526
19673,02-03-2023,7855,2513
19674,02-03-2023,7769,2528
19675,02-03-2023,7738,2532
19676,02-03-2023,7746,2523
19677,02-03-2023,7803,2507
19678,02-03-2023,7830,2500
19679,02-03-2023,7703,2514
19680,02-03-2023,7681,2535
19681,02-03-2023,7610,2554
19682,02-03-2023,7598,2522
19683,02-03-2023,7540,2468
19684,03-03-2023,7389,2426
19685,03-03-2023,7353,2398
19686,03-03-2023,7235,2358
19687,03-03-2023,6998,2391
19688,03-03-2023,7170,2341
19689,03-03-2023,7075,2335
19690,03-03-2023,7105,2331
19691,03-03-2023,7045,2318
19692,03-03-2023,7229,2309
19693,03-03-2023,7216,2315
19694,03-03-2023,7272,2319
19695,03-03-2023,7154,2311
19696,03-03-2023,7260,2364
19697,03-03-2023,7252,2367
19698,03-03-2023,7248,2375
19699,03-03-2023,7168,2395
19700,03-03-2023,7201,2460
19701,03-03-2023,7265,2469
19702,03-03-2023,7331,2439
19703,03-03-2023,7303,2426
19704,03-03-2023,7544,2451
19705,03-03-2023,7574,2480
19706,03-03-2023,7653,2501
19707,03-03-2023,7708,2528
19708,03-03-2023,7743,2502
19709,03-03-2023,7954,2506
19710,03-03-2023,8123,2526
19711,03-03-2023,8170,2503
19712,03-03-2023,7847,2392
19713,03-03-2023,7996,2361
19714,03-03-2023,8053,2272
19715,03-03-2023,8129,2112
19716,03-03-2023,7909,1935
19717,03-03-2023,7980,1883
19718,03-03-2023,8014,1875
19719,03-03-2023,7964,1928
19720,03-03-2023,8066,2099
19721,03-03-2023,8019,2233
19722,03-03-2023,7871,2195
19723,03-03-2023,7573,2216
19724,03-03-2023,7155,2275
19725,03-03-2023,6867,2397
19726,03-03-2023,6509,2423
19727,03-03-2023,6227,2341
19728,03-03-2023,6259,2227
19729,03-03-2023,6211,2102
19730,03-03-2023,6047,2102
19731,03-03-2023,5699,2193
19732,03-03-2023,5366,2290
19733,03-03-2023,5338,2345
19734,03-03-2023,5263,2336
19735,03-03-2023,5249,2364
19736,03-03-2023,5248,2445
19737,03-03-2023,5333,2489
19738,03-03-2023,5243,2493
19739,03-03-2023,5488,2495
19740,03-03-2023,5423,2497
19741,03-03-2023,5363,2490
19742,03-03-2023,5576,2505
19743,03-03-2023,5461,2482
19744,03-03-2023,5297,2427
19745,03-03-2023,5602,2436
19746,03-03-2023,5713,2494
19747,03-03-2023,5784,2512
19748,03-03-2023,6015,2464
19749,03-03-2023,6208,2496
19750,03-03-2023,6367,2542
19751,03-03-2023,6475,2551
19752,03-03-2023,6218,2532
19753,03-03-2023,6302,2507
19754,03-03-2023,6330,2549
19755,03-03-2023,6357,2542
19756,03-03-2023,6277,2473
19757,03-03-2023,6306,2456
19758,03-03-2023,6383,2455
19759,03-03-2023,6408,2455
19760,03-03-2023,6293,2452
19761,03-03-2023,6211,2448
19762,03-03-2023,6141,2467
19763,03-03-2023,6074,2484
19764,03-03-2023,6088,2479
19765,03-03-2023,5996,2472
19766,03-03-2023,5902,2462
19767,03-03-2023,5627,2451
19768,03-03-2023,5079,2461
19769,03-03-2023,4851,2506
19770,03-03-2023,4557,2519
19771,03-03-2023,4366,2503
19772,03-03-2023,4344,2521
19773,03-03-2023,4340,2537
19774,03-03-2023,4098,2524
19775,03-03-2023,3903,2519
19776,03-03-2023,3687,2535
19777,03-03-2023,3634,2548
19778,03-03-2023,3498,2529
19779,03-03-2023,3385,2519
19780,04-03-2023,3662,2512
19781,04-03-2023,3714,2516
19782,04-03-2023,3746,2504
19783,04-03-2023,3532,2494
19784,04-03-2023,3881,2498
19785,04-03-2023,3795,2499
19786,04-03-2023,3574,2494
19787,04-03-2023,3472,2485
19788,04-03-2023,3508,2499
19789,04-03-2023,3526,2495
19790,04-03-2023,3495,2506
19791,04-03-2023,3426,2504
19792,04-03-2023,3393,2507
19793,04-03-2023,3372,2501
19794,04-03-2023,3383,2513
19795,04-03-2023,3322,2500
19796,04-03-2023,3378,2485
19797,04-03-2023,3381,2490
19798,04-03-2023,3356,2495
19799,04-03-2023,3274,2475
19800,04-03-2023,2999,2442
19801,04-03-2023,3006,2423
19802,04-03-2023,3062,2427
19803,04-03-2023,3066,2437
19804,04-03-2023,3357,2476
19805,04-03-2023,3439,2493
19806,04-03-2023,3516,2498
19807,04-03-2023,3588,2501
19808,04-03-2023,3269,2494
19809,04-03-2023,3271,2482
19810,04-03-2023,3294,2491
19811,04-03-2023,3357,2500
19812,04-03-2023,3334,2532
19813,04-03-2023,3338,2533
19814,04-03-2023,3350,2535
19815,04-03-2023,3360,2530
19816,04-03-2023,3289,2506
19817,04-03-2023,3308,2507
19818,04-03-2023,3145,2501
19819,04-03-2023,2903,2488
19820,04-03-2023,3111,2432
19821,04-03-2023,3049,2401
19822,04-03-2023,2847,2363
19823,04-03-2023,2870,2316
19824,04-03-2023,3046,2188
19825,04-03-2023,3029,2152
19826,04-03-2023,3059,2128
19827,04-03-2023,2950,2097
19828,04-03-2023,2997,1998
19829,04-03-2023,3093,1953
19830,04-03-2023,3037,1939
19831,04-03-2023,3194,1881
19832,04-03-2023,3035,1802
19833,04-03-2023,2949,1780
19834,04-03-2023,3024,1762
19835,04-03-2023,3187,1755
19836,04-03-2023,2950,1716
19837,04-03-2023,2850,1689
19838,04-03-2023,2910,1686
19839,04-03-2023,3020,1747
19840,04-03-2023,2905,1909
19841,04-03-2023,2930,2071
19842,04-03-2023,3083,2145
19843,04-03-2023,3278,2247
19844,04-03-2023,3428,2376
19845,04-03-2023,3575,2446
19846,04-03-2023,3884,2531
19847,04-03-2023,4198,2568
19848,04-03-2023,4220,2573
19849,04-03-2023,4360,2583
19850,04-03-2023,4603,2586
19851,04-03-2023,4617,2568
19852,04-03-2023,4571,2581
19853,04-03-2023,4600,2591
19854,04-03-2023,4552,2583
19855,04-03-2023,4618,2588
19856,04-03-2023,4393,2582
19857,04-03-2023,4379,2583
19858,04-03-2023,4385,2573
19859,04-03-2023,4377,2564
19860,04-03-2023,4273,2551
19861,04-03-2023,4284,2553
19862,04-03-2023,4355,2543
19863,04-03-2023,4313,2550
19864,04-03-2023,4424,2550
19865,04-03-2023,4453,2541
19866,04-03-2023,4412,2538
19867,04-03-2023,4337,2554
19868,04-03-2023,4336,2560
19869,04-03-2023,4331,2554
19870,04-03-2023,4340,2516
19871,04-03-2023,4337,2519
19872,04-03-2023,4366,2551
19873,04-03-2023,4275,2560
19874,04-03-2023,4153,2530
19875,04-03-2023,4146,2535
19876,05-03-2023,4384,2521
19877,05-03-2023,4315,2534
19878,05-03-2023,4278,2490
19879,05-03-2023,4084,2495
19880,05-03-2023,4023,2491
19881,05-03-2023,4188,2491
19882,05-03-2023,4011,2499
19883,05-03-2023,3961,2495
19884,05-03-2023,4220,2553
19885,05-03-2023,4077,2554
19886,05-03-2023,3982,2519
19887,05-03-2023,3893,2518
19888,05-03-2023,3839,2517
19889,05-03-2023,3864,2505
19890,05-03-2023,3791,2522
19891,05-03-2023,3862,2524
19892,05-03-2023,3800,2512
19893,05-03-2023,3750,2521
19894,05-03-2023,3752,2521
19895,05-03-2023,3712,2534
19896,05-03-2023,3584,2526
19897,05-03-2023,3570,2524
19898,05-03-2023,3582,2532
19899,05-03-2023,3548,2528
19900,05-03-2023,3580,2519
19901,05-03-2023,3700,2525
19902,05-03-2023,3729,2524
19903,05-03-2023,3846,2524
19904,05-03-2023,3913,2519
19905,05-03-2023,3857,2521
19906,05-03-2023,3926,2528
19907,05-03-2023,3810,2540
19908,05-03-2023,3775,2566
19909,05-03-2023,3679,2557
19910,05-03-2023,3665,2538
19911,05-03-2023,3618,2539
19912,05-03-2023,3674,2526
19913,05-03-2023,3573,2514
19914,05-03-2023,3450,2504
19915,05-03-2023,3217,2514
19916,05-03-2023,3379,2465
19917,05-03-2023,3285,2451
19918,05-03-2023,3356,2422
19919,05-03-2023,3182,2340
19920,05-03-2023,2896,2317
19921,05-03-2023,2844,2258
19922,05-03-2023,2810,2241
19923,05-03-2023,2818,2254
19924,05-03-2023,2960,2301
19925,05-03-2023,2898,2315
19926,05-03-2023,2962,2312
19927,05-03-2023,2943,2328
19928,05-03-2023,3023,2396
19929,05-03-2023,3069,2422
19930,05-03-2023,3058,2430
19931,05-03-2023,3252,2389
19932,05-03-2023,3346,2361
19933,05-03-2023,3442,2388
19934,05-03-2023,3528,2386
19935,05-03-2023,3591,2437
19936,05-03-2023,3476,2480
19937,05-03-2023,3497,2489
19938,05-03-2023,3855,2528
19939,05-03-2023,4294,2577
19940,05-03-2023,4371,2529
19941,05-03-2023,4492,2533
19942,05-03-2023,4936,2550
19943,05-03-2023,5444,2529
19944,05-03-2023,6033,2520
19945,05-03-2023,6561,2525
19946,05-03-2023,6762,2565
19947,05-03-2023,7051,2573
19948,05-03-2023,7140,2530
19949,05-03-2023,7272,2534
19950,05-03-2023,7244,2544
19951,05-03-2023,7191,2545
19952,05-03-2023,7305,2581
19953,05-03-2023,7213,2573
19954,05-03-2023,7115,2557
19955,05-03-2023,7045,2528
19956,05-03-2023,7121,2544
19957,05-03-2023,7205,2569
19958,05-03-2023,7118,2552
19959,05-03-2023,7033,2549
19960,05-03-2023,7349,2595
19961,05-03-2023,7244,2596
19962,05-03-2023,7103,2601
19963,05-03-2023,6994,2601
19964,05-03-2023,7273,2601
19965,05-03-2023,7164,2599
19966,05-03-2023,7122,2592
19967,05-03-2023,7017,2589
19968,05-03-2023,7042,2545
19969,05-03-2023,7011,2562
19970,05-03-2023,6985,2563
19971,05-03-2023,6993,2556
19972,06-03-2023,6766,2538
19973,06-03-2023,6665,2536
19974,06-03-2023,6611,2491
19975,06-03-2023,6482,2474
19976,06-03-2023,7032,2486
19977,06-03-2023,6980,2489
19978,06-03-2023,6843,2480
19979,06-03-2023,6844,2467
19980,06-03-2023,7028,2498
19981,06-03-2023,6937,2492
19982,06-03-2023,7024,2487
19983,06-03-2023,6811,2497
19984,06-03-2023,7008,2499
19985,06-03-2023,7045,2492
19986,06-03-2023,7011,2500
19987,06-03-2023,7029,2496
19988,06-03-2023,7130,2491
19989,06-03-2023,7388,1711
19990,06-03-2023,7395,1716
19991,06-03-2023,7377,1725
19992,06-03-2023,7373,1740
19993,06-03-2023,7584,1730
19994,06-03-2023,7736,1745
19995,06-03-2023,7863,1742
19996,06-03-2023,7592,1742
19997,06-03-2023,7690,1728
19998,06-03-2023,7788,1747
19999,06-03-2023,7918,1717
20000,06-03-2023,7743,1675
20001,06-03-2023,7828,1691
20002,06-03-2023,7959,1735
20003,06-03-2023,8080,1764
20004,06-03-2023,8253,1742
20005,06-03-2023,8245,1747
20006,06-03-2023,8190,1744
20007,06-03-2023,8113,1743
20008,06-03-2023,8010,1762
20009,06-03-2023,7723,1747
20010,06-03-2023,7568,1713
20011,06-03-2023,7363,1698
20012,06-03-2023,7732,1693
20013,06-03-2023,7657,1698
20014,06-03-2023,7486,1705
20015,06-03-2023,7287,1705
20016,06-03-2023,7754,1709
20017,06-03-2023,7706,1708
20018,06-03-2023,7529,1710
20019,06-03-2023,7279,1700
20020,06-03-2023,7481,1691
20021,06-03-2023,7375,1692
20022,06-03-2023,7148,1689
20023,06-03-2023,6920,1693
20024,06-03-2023,6740,1693
20025,06-03-2023,6654,1693
20026,06-03-2023,6492,1696
20027,06-03-2023,6515,1717
20028,06-03-2023,6122,1715
20029,06-03-2023,6128,1713
20030,06-03-2023,6092,1715
20031,06-03-2023,6289,1715
20032,06-03-2023,6399,1712
20033,06-03-2023,6600,1704
20034,06-03-2023,6617,1707
20035,06-03-2023,6562,1701
20036,06-03-2023,6449,1698
20037,06-03-2023,6768,1698
20038,06-03-2023,6797,1689
20039,06-03-2023,6960,1690
20040,06-03-2023,7269,1689
20041,06-03-2023,7489,1694
20042,06-03-2023,7573,1743
20043,06-03-2023,7546,1742
20044,06-03-2023,7464,1707
20045,06-03-2023,7371,1713
20046,06-03-2023,7472,1754
20047,06-03-2023,7500,1754
20048,06-03-2023,7720,1780
20049,06-03-2023,7508,1768
20050,06-03-2023,7265,1720
20051,06-03-2023,7212,1701
20052,06-03-2023,6992,1688
20053,06-03-2023,6792,1687
20054,06-03-2023,6570,1680
20055,06-03-2023,6413,1679
20056,06-03-2023,5625,1675
20057,06-03-2023,5572,1694
20058,06-03-2023,5254,1699
20059,06-03-2023,4764,1691
20060,06-03-2023,4077,1657
20061,06-03-2023,3815,1675
20062,06-03-2023,3723,1698
20063,06-03-2023,3542,1712
20064,06-03-2023,3547,1692
20065,06-03-2023,3533,1690
20066,06-03-2023,3596,1678
20067,06-03-2023,3310,1629
20068,07-03-2023,3146,1560
20069,07-03-2023,3040,1508
20070,07-03-2023,2932,1501
20071,07-03-2023,2839,1502
20072,07-03-2023,2769,1562
20073,07-03-2023,2725,1521
20074,07-03-2023,2837,1497
20075,07-03-2023,2793,1493
20076,07-03-2023,2775,1566
20077,07-03-2023,2783,1572
20078,07-03-2023,2775,1556
20079,07-03-2023,2730,1553
20080,07-03-2023,2694,1571
20081,07-03-2023,2668,1574
20082,07-03-2023,2620,1570
20083,07-03-2023,2611,1571
20084,07-03-2023,2591,1562
20085,07-03-2023,2594,1564
20086,07-03-2023,2608,1568
20087,07-03-2023,2712,1572
20088,07-03-2023,2793,1571
20089,07-03-2023,2978,1513
20090,07-03-2023,3251,1474
20091,07-03-2023,3528,1529
20092,07-03-2023,4026,1568
20093,07-03-2023,4493,1605
